N°,client,consultation_id,intitule_projet,lien,Selection
,Institut Salah Azaïez,S20250504382,أولاً - الدراسات العلمية العليا لمؤسسـة السالـة الآيسـيـة,https://www.tuneps.tn/portail/consultations/consultationdetails/231618/S20250504382,0
,Direction régional de santé Sfax,S20250504413,Travaux de construction d’une plateforme pour supporter la construction préfabriquée du centre de santé de base Echaal - Délégation Ghraiba,https://www.tuneps.tn/portail/consultations/consultationdetails/231659/S20250504413,1
,Hôpital Militaire Principal d’Instruction de Tunis,S20250504415,ACQUISITION ACCESSOIRE MEDICAL,https://www.tuneps.tn/portail/consultations/consultationdetails/231661/S20250504415,0
,Conseil Régional du Gouvernorat de Nabeul,20250501206,أشغال تجديد المصاعد بالمستشفى محمد الطاهر المعموري بنابل,https://www.tuneps.tn/portail/offres/details/87855/20250501206,0
,Hôpital De Circonscription Bechir Bennaceur Ben Aoun,S20250504372,CALLIGRAPHIE,https://www.tuneps.tn/portail/consultations/consultationdetails/231617/S20250504372,0
,Groupement de santé de base de Tozeur,S20250504383,إقتناء مكيفات هواء,https://www.tuneps.tn/portail/consultations/consultationdetails/231624/S20250504383,0
,Hôpital Régional de Tataouine,S20250504417,Entretien du poste de transformation MT/BT de l’hôpital régional de tataouine,https://www.tuneps.tn/portail/consultations/consultationdetails/231663/S20250504417,0
,Centre Militaire Cynotechnique,S20250504377,Achat produit de nettoyage,https://www.tuneps.tn/portail/consultations/consultationdetails/231606/S20250504377,0
,Groupement de Santé de Base de Ben Arous,S20250504411,اقتناء قطع اعلامية,https://www.tuneps.tn/portail/consultations/consultationdetails/231657/S20250504411,0
,Prison Houareb,S20250504430,Achat Rideau Lanière plastique PVC,https://www.tuneps.tn/portail/consultations/consultationdetails/231678/S20250504430,0
,Commissariat Régional au Développement Agricole de Kairouan,20250501211,إقتناء إطارات و أطواق مطاطية لأسطول النقل بعنوان سنة 2025,https://www.tuneps.tn/portail/offres/details/87857/20250501211,0
,Hôpital Militaire Principal d’Instruction de Tunis,S20250504412,ACQUISITION ACCESSOIRE MEDICAL,https://www.tuneps.tn/portail/consultations/consultationdetails/231658/S20250504412,0
,Direction régional de santé Sfax,S20250504413,تشييد منصة لدعم بناء مركز الصحة الأساسي السابق الصنع - وفد غريبا,https://www.tuneps.tn/portail/consultations/consultationdetails/231659/S20250504413,1
,Hôpital Militaire Principal d’Instruction de Tunis,S20250504415,"""القدم الطبي """,https://www.tuneps.tn/portail/consultations/consultationdetails/231661/S20250504415,0
,Conseil Régional du Gouvernorat de Nabeul,20250501206,Travaux de rénovation d &apos; ascenseurs à l &apos; hôpital Mohamed Tahir Ma &apos; amary Nabal,https://www.tuneps.tn/portail/offres/details/87855/20250501206,0
,Hôpital De Circonscription Bechir Bennaceur Ben Aoun,S20250504372,"""منتجات سابقة""",https://www.tuneps.tn/portail/consultations/consultationdetails/231617/S20250504372,0
,Groupement de santé de base de Tozeur,S20250504383,Achat de climatiseurs,https://www.tuneps.tn/portail/consultations/consultationdetails/231624/S20250504383,0
,Hôpital Régional de Tataouine,S20250504417,صيانة محطة المعالجة MT/BT في مستشفى تاتاوين الإقليمي,https://www.tuneps.tn/portail/consultations/consultationdetails/231663/S20250504417,0
,Centre Militaire Cynotechnique,S20250504377,لوازم التنظيف,https://www.tuneps.tn/portail/consultations/consultationdetails/231606/S20250504377,0
,Groupement de Santé de Base de Ben Arous,S20250504411,Achat de pièces d &apos; information,https://www.tuneps.tn/portail/consultations/consultationdetails/231657/S20250504411,0
,Prison Houareb,S20250504430,المشتريات من المشتريات من طراز Rido L La La Leet La Line لدائن لدائن PVC PVC,https://www.tuneps.tn/portail/consultations/consultationdetails/231678/S20250504430,0
,Commissariat Régional au Développement Agricole de Kairouan,20250501211,L'acquisition de pneus et de caoutchouc pour la flotte de transport est l'année 2025.,https://www.tuneps.tn/portail/offres/details/87857/20250501211,0
,Hôpital Militaire Principal d’Instruction de Tunis,S20250504412,"""القدم الطبي """,https://www.tuneps.tn/portail/consultations/consultationdetails/231658/S20250504412,0
,Commune de Soliman,S20250504398,Consultation pour le choix d'un bureau d'études ou d'un ingénieur conseil pour la réalisation de la mission:  ETUDE ET SUIVI DE REVETEMENT DE VOIRIES  (Programme 2025),https://www.tuneps.tn/portail/consultations/consultationdetails/231639/S20250504398,0
,Mairie de Tunis,S20250504391,acquisition   de dix (10) Poubelles en plastique avec couvercles de capacité 360 litres à deux (02) roues,https://www.tuneps.tn/portail/consultations/consultationdetails/231631/S20250504391,0
,Faculté de Médecine de Sfax,S20250504428,Acquisition d'une micro-onde,https://www.tuneps.tn/portail/consultations/consultationdetails/231675/S20250504428,0
,Ministère de l’Intérieur,S20250504429,إقتناء مواد بناء لفائدة مصالح الوزارة,https://www.tuneps.tn/portail/consultations/consultationdetails/231676/S20250504429,0
,Compagnie des Phosphates de Gafsa,20250501181,صنع ونقل وتركيب و تغليف حراري لتجهيزات جمع الغبار بوحدة التجفيف  سلسلة -ا- وسلسلة ب  بمغاسل المتلوي,https://www.tuneps.tn/portail/offres/details/87862/20250501181,0
,Pharmacie Centrale de Tunisie,S20250504397,Acquisition de conteneurs à ordures,https://www.tuneps.tn/portail/consultations/consultationdetails/231638/S20250504397,0
,Commune d’Utique,S20250504401,Consultation pour l'achat des pieces de rechange d'un Tracteur Foton,https://www.tuneps.tn/portail/consultations/consultationdetails/231645/S20250504401,0
,Centre de Traumatologie et des Grands Brûles,S20250504435,Revêtement de sol en résine antidérapante sur support existant -2eme fois,https://www.tuneps.tn/portail/consultations/consultationdetails/231684/S20250504435,0
,Société Tunisienne de Sidérurgie ELFOULADH,S20250504388,Réparation et remise en état d'un réfrigérant d'air pour compresseur à vis Marque: INGERSOLL RAND,https://www.tuneps.tn/portail/consultations/consultationdetails/231628/S20250504388,0
,Commune Fondek Ejedid - Es Selten,S20250504416,اقتناء أكساء العملة لفائدة بلدية فندق الجديد سلتان بعنوان سنة 2025,https://www.tuneps.tn/portail/consultations/consultationdetails/231662/S20250504416,0
,Commune de Soliman,S20250504398,مشاورة بشأن اختيار شركة أو مهندس استشاري لمدرس أو مهندس استشاري في تنفيذ المهمة: دراسة ومتابعة استعراض المهام (برنامج عام 2025),https://www.tuneps.tn/portail/consultations/consultationdetails/231639/S20250504398,0
,Mairie de Tunis,S20250504391,أوعية بلاستيكية ذات أغلفة سعتها 360 لترا من 2 (02),https://www.tuneps.tn/portail/consultations/consultationdetails/231631/S20250504391,0
,Faculté de Médecine de Sfax,S20250504428,الحصول على الميكروويف,https://www.tuneps.tn/portail/consultations/consultationdetails/231675/S20250504428,0
,Ministère de l’Intérieur,S20250504429,Achat de matériaux de construction dans l &apos; intérêt du Ministère,https://www.tuneps.tn/portail/consultations/consultationdetails/231676/S20250504429,0
,Compagnie des Phosphates de Gafsa,20250501181,"Fabrication, transport, assemblage et emballage thermiques pour les équipements de collecte de poussières dans l &apos; unité de séchage de la chaîne A et de la chaîne dans les lave-vaisselle.",https://www.tuneps.tn/portail/offres/details/87862/20250501181,0
,Pharmacie Centrale de Tunisie,S20250504397,اقتناء حاويات القمامة,https://www.tuneps.tn/portail/consultations/consultationdetails/231638/S20250504397,0
,Commune d’Utique,S20250504401,مشاورات بشأن شراء حجرات غيار لجرّاح فوتون,https://www.tuneps.tn/portail/consultations/consultationdetails/231645/S20250504401,0
,Centre de Traumatologie et des Grands Brûles,S20250504435,إعادة تبطين التربة في مثبطات الانبعاث القائم على أساس الوجود - 2 مرات,https://www.tuneps.tn/portail/consultations/consultationdetails/231684/S20250504435,0
,Société Tunisienne de Sidérurgie ELFOULADH,S20250504388,إصلاح وإعادة تأهيل مبرد هواء لضاغط بالعلامة: INGERSEROLL RAND,https://www.tuneps.tn/portail/consultations/consultationdetails/231628/S20250504388,0
,Commune Fondek Ejedid - Es Selten,S20250504416,"Achat d &apos; habillement de monnaie pour la municipalité du nouvel hôtel Saltan, en 2025",https://www.tuneps.tn/portail/consultations/consultationdetails/231662/S20250504416,0
,Office de la Marine Marchande et des Ports,S20250505037,CONSULTATION FOURNITURE ET LIVRAISON CONSOMMABLE INFORMATIQUE POUR LA DIRECTION DU PORT DE SOUSSE,https://www.tuneps.tn/portail/consultations/consultationdetails/232458/S20250505037,1
,Commune Djedeida,S20250505080,إقتناء خراطيش حبر لآلات الطباعة  لمختلف المصالح  ببلدية الجديدة,https://www.tuneps.tn/portail/consultations/consultationdetails/232514/S20250505080,0
,Ministère de l’Agriculture,20250501298,ETUDES APS ET APD POUR LA CONSTRUCTION DE CHACUN DE QUATORZE (14) BARRAGES COLLINAIRES,https://www.tuneps.tn/portail/offres/details/88074/20250501298,0
,Société Tunisienne de Sidérurgie ELFOULADH,S20250505069,FOURNITURE DES BESOINS POUR L'INFIRMERIE D'EL FOULADH,https://www.tuneps.tn/portail/consultations/consultationdetails/232496/S20250505069,0
,Hôpital La Rabta de Tunis,S20250505027,achat sonde de foley,https://www.tuneps.tn/portail/consultations/consultationdetails/232446/S20250505027,0
,Centre d’Hydrographie et d’Oceanographie de la Marine Nationale,S20250505091,Acquisition de vetement de travail,https://www.tuneps.tn/portail/consultations/consultationdetails/232524/S20250505091,0
,Commune de Jerissa,S20250505016,acquisition fourniture de bureau,https://www.tuneps.tn/portail/consultations/consultationdetails/232434/S20250505016,0
,Gouvernorat de Gafsa,20250501299,entretien du stade municipal Metlaoui Gafsa programme 2023,https://www.tuneps.tn/portail/offres/details/88075/20250501299,0
,Office de la Topographie et du Cadastre,S20250504432,Accessoires Informatiques,https://www.tuneps.tn/portail/consultations/consultationdetails/231680/S20250504432,0
,Ministère de la Culture,S20250505038,Charge Climatiseur pour 20 Voitures de la Ministere des Affaires Culturelles,https://www.tuneps.tn/portail/consultations/consultationdetails/232459/S20250505038,0
,Institut Supérieur des Etudes Technologiques de Zaghouan,S20250504394,acquisition de tenue de sécurité pour les techniciens de laboratoire,https://www.tuneps.tn/portail/consultations/consultationdetails/231634/S20250504394,0
,Office de la Marine Marchande et des Ports,S20250505037,رابعاً - استخدام الفضاء الخارجي في الأغراض الطرفيـن الطرفيـيـن الطرفيـيـن الطرفيـيـن الطرفيـيـن الطرفيـيـن الطرفيـيـن الطرفيـيـن الطرفيـيـيـن الطرفيـيـن الطرفيـيـن الطرفيـيـن الطرفيـيـيـن الطرفيـيـن,https://www.tuneps.tn/portail/consultations/consultationdetails/232458/S20250505037,1
,Commune Djedeida,S20250505080,Achat de cartouches d'encre pour les machines à imprimer pour les différents intérêts de la nouvelle municipalité.,https://www.tuneps.tn/portail/consultations/consultationdetails/232514/S20250505080,0
,Ministère de l’Agriculture,20250501298,رابعاً - المساعدة الإنمائية الرسمية والمساعدة الإنمائية الرسمية المقدمة لتشييد الأراضي الفلسطينية المحتلة )٤١(,https://www.tuneps.tn/portail/offres/details/88074/20250501298,0
,Société Tunisienne de Sidérurgie ELFOULADH,S20250505069,ثانياً - توفير الاحتياجات اللازمة لمقديـم الفـولاصـص,https://www.tuneps.tn/portail/consultations/consultationdetails/232496/S20250505069,0
,Hôpital La Rabta de Tunis,S20250505027,(منتجات فول فولط(ب),https://www.tuneps.tn/portail/consultations/consultationdetails/232446/S20250505027,0
,Centre d’Hydrographie et d’Oceanographie de la Marine Nationale,S20250505091,الحصول على تجهيز العمل,https://www.tuneps.tn/portail/consultations/consultationdetails/232524/S20250505091,0
,Commune de Jerissa,S20250505016,عدد الوحدات التي تم الحصول عليها من المكاتب,https://www.tuneps.tn/portail/consultations/consultationdetails/232434/S20250505016,0
,Gouvernorat de Gafsa,20250501299,البرنامج ٢٠٢٣ للمرحلة الإعدادية من المرحلة البلدية,https://www.tuneps.tn/portail/offres/details/88075/20250501299,0
